share,change,dollarAmount,insiderPortfolioChange,zeroDay,oneDay,sevenDay,fourteenDay,thirtyDay
672406,-2530,-423724.39999999997,-0.0037485035618191947,167.32000732421875,1,1,1,0
674936,-2510,-418442.10000000003,-0.0037050923616052055,167.32000732421875,1,1,1,0
677446,-790,-130887.20000000001,-0.0011647862985745374,167.32000732421875,1,1,1,0
678236,-2930,-482190.1,-0.004301447811546672,164.8800048828125,1,1,1,1
681166,-1400,-229068.0,-0.00205108370472599,164.8800048828125,1,1,1,1
682566,-800,-129904.0,-0.0011706757433059298,164.8800048828125,1,1,1,1
683366,-700,-112868.0,-0.0010232930740601053,164.8800048828125,1,1,1,1
684066,-100,-15219.999999999998,-0.0001461633580154524,149.17999267578125,0,1,1,1
684166,-200,-30236.0,-0.00029224128609545185,149.17999267578125,0,1,1,1
684366,-803,-120417.88,-0.0011719736298635812,149.17999267578125,0,1,1,1
685169,-3627,-541293.48,-0.00526571002154484,149.17999267578125,0,1,1,1
688796,-1100,-163020.0,-0.0015944432204274268,149.17999267578125,0,1,1,1
163604,-1600,-240544.0,-0.009684995520689571,154.27000427246094,0,0,1,1
689896,-1926,-297663.30000000005,-0.0027839530977621413,154.27000427246094,0,0,1,1
691822,-1804,-277779.92,-0.002600825228581397,154.27000427246094,0,0,1,1
693626,-1100,-167893.0,-0.0015833580433149185,154.27000427246094,0,0,1,1
694726,-700,-106071.0,-0.0010065772634327737,154.27000427246094,0,0,1,1
695426,-300,-45135.0,-0.00043120423845019446,154.27000427246094,0,0,1,1
695726,-160,-24566.399999999998,-0.00022992271722667218,152.9199981689453,1,1,0,0
695886,-3670,-560996.2000000001,-0.00524618472288137,152.9199981689453,1,1,0,0
699556,-1400,-212660.0,-0.0019972722966919466,152.9199981689453,1,1,0,0
700956,-600,-90474.0,-0.0008552417768503156,152.9199981689453,1,1,0,0
701556,-187,-29671.289999999997,-0.00026647932362702586,156.5800018310547,0,0,0,0
701743,-4400,-695684.0000000001,-0.006231032524573635,156.5800018310547,0,0,0,0
706143,-1243,-195126.13999999998,-0.0017571735940490765,156.5800018310547,0,0,0,0
646669,-500,-79120.0,-0.000772595720746822,155.80999755859375,0,1,1,1
647169,-400,-62791.99999999999,-0.0006176947939138532,155.80999755859375,0,1,1,1
647569,-2482,-386348.12,-0.003818161959600093,155.80999755859375,0,1,1,1
650051,-2448,-380052.0,-0.00375172988770864,155.80999755859375,0,1,1,1
652499,-454,-71700.22,-0.0006953027246984086,157.52999877929688,0,0,1,1
652953,-5376,-846021.12,-0.008166129701106894,157.52999877929688,0,0,1,1
19467,-8500,-1360000.0,-0.3039296313512354,159.8699951171875,0,0,0,1
658329,-911,-142817.47,-0.0013818943025301863,154.3699951171875,0,1,0,1
659240,-2425,-378372.75,-0.0036649966372711267,154.3699951171875,0,1,0,1
661665,-2494,-384923.96,-0.003755124902320077,154.3699951171875,0,1,0,1
664159,-5830,-914727.0,-0.008701635399984179,157.0,0,0,1,1
6454,-601,-86868.54,-0.08518781006378455,144.5399932861328,0,0,0,1
59700,-2056,-300648.88,-0.0332923116782175,145.0399932861328,0,0,0,0
1777998,-15000,-7815000.0,-0.008365876593281198,132.0800018310547,1,0,0,1
460800,-5000,-2605000.0,-0.010734220695577501,132.0800018310547,1,0,0,1
460800,-5000,-2605000.0,-0.010734220695577501,132.0800018310547,1,0,0,1
1792998,-15000,-7770000.0,-0.008296469354501498,131.8175048828125,1,0,0,1
465800,-5000,-2590000.0,-0.010620220900594732,131.8175048828125,1,0,0,1
465800,-5000,-2590000.0,-0.010620220900594732,131.8175048828125,1,0,0,1
1807998,-12000,-6300000.0,-0.0065934138389163064,132.04249572753906,0,0,0,1
470800,-4000,-2100000.0,-0.008424599831508003,132.04249572753906,0,0,0,1
470800,-4000,-2100000.0,-0.008424599831508003,132.04249572753906,0,0,0,1
1819998,-15000,-7785000.0,-0.008174395830404175,131.4499969482422,1,0,0,1
474800,-4500,-2335500.0,-0.009388691842269977,131.4499969482422,1,0,0,1
474800,-4500,-2335500.0,-0.009388691842269977,131.4499969482422,1,0,0,1
1834998,-15000,-7854899.999999999,-0.008108116873639864,130.3524932861328,1,0,0,1
479300,-4500,-2356470.0,-0.009301364200082679,130.3524932861328,1,0,0,1
479300,-4500,-2356470.0,-0.009301364200082679,130.3524932861328,1,0,0,1
57005,-63,-33631.1577,-0.0011039461694820215,130.5399932861328,0,0,0,1
57068,-38,-20235.6194,-0.0006654292018351837,130.5399932861328,0,0,0,1
57106,-21,-11144.2842,-0.00036760200955765227,130.5399932861328,0,0,0,1
57127,-62,-32842.9996,-0.0010841245694102012,130.5399932861328,0,0,0,1
57189,-109,-57619.9288,-0.00190233516004049,130.5399932861328,0,0,0,1
57298,-38,-20053.390400000004,-0.0006627598716338774,130.5399932861328,0,0,0,1
57336,-76,-40020.00399999999,-0.0013237650665366126,130.5399932861328,0,0,0,1
57415,-35,-18334.5995,-0.0006092254134029591,130.5399932861328,0,0,0,1
13140,-400,-213562.52,-0.029542097488921712,130.5399932861328,0,0,0,1
13540,-700,-373121.0,-0.04915730337078652,130.5399932861328,0,0,0,1
14240,-50,-26535.000000000004,-0.0034989503149055285,130.5399932861328,0,0,0,1
14290,-250,-132482.75,-0.0171939477303989,130.5399932861328,0,0,0,1
14540,-500,-264431.0,-0.03324468085106383,130.5399932861328,0,0,0,1
15040,-1200,-633621.72,-0.07389162561576355,130.5399932861328,0,0,0,1
16240,-300,-157955.34,-0.018137847642079808,130.5399932861328,0,0,0,1
16540,-284,-149314.02240000002,-0.016880646695197336,130.5399932861328,0,0,0,1
16824,-400,-209480.00000000003,-0.023223409196470042,130.5399932861328,0,0,0,1
3622,-200,-106917.0,-0.052328623757195186,130.5399932861328,0,0,0,1
3822,-600,-320273.64,-0.13568521031207598,130.5399932861328,0,0,0,1
4422,-400,-212923.12000000002,-0.0829531314807134,130.5399932861328,0,0,0,1
4822,-500,-264933.5,-0.09394964299135664,130.5399932861328,0,0,0,1
5322,-908,-480221.3148,-0.14574638844301765,130.5399932861328,0,0,0,1
6230,-692,-365220.99199999997,-0.0999711066165848,130.5399932861328,0,0,0,1
6922,-600,-315814.44,-0.07976601967561818,130.5399932861328,0,0,0,1
7522,-500,-262612.5,-0.06232859636000997,130.5399932861328,0,0,0,1
8022,-800,-419458.56000000006,-0.09068238494672409,130.5399932861328,0,0,0,1
8822,-1400,-732329.0800000001,-0.13695949911954608,130.5399932861328,0,0,0,1
10222,-1700,-887881.27,-0.14259352457641336,130.5399932861328,0,0,0,1
11922,-1500,-781583.7,-0.11175681716584712,130.5399932861328,0,0,0,1
13422,-200,-103869.0,-0.014682131845543973,130.5399932861328,0,0,0,1
13622,10000,77600.0,2.7609055770292654,130.5399932861328,0,0,0,1
1849998,-15000,-7858200.0,-0.008042904067457444,130.5399932861328,0,0,0,1
483800,-4500,-2357460.0,-0.009215646119189022,130.5399932861328,0,0,0,1
483800,-4500,-2357460.0,-0.009215646119189022,130.5399932861328,0,0,0,1
1864998,-15000,-7911750.000000001,-0.00797873189226797,132.83999633789062,0,0,0,1
488300,-4500,-2373525.0,-0.009131493506493506,132.83999633789062,0,0,0,1
488300,-4500,-2373525.0,-0.009131493506493506,132.83999633789062,0,0,0,1
1879998,-15000,-7957500.0,-0.007915575636491437,131.60499572753906,1,1,0,1
492800,-4500,-2387250.0,-0.0090488638648703,131.60499572753906,1,1,0,1
492800,-4500,-2387250.0,-0.0090488638648703,131.60499572753906,1,1,0,1
1894998,-14000,-7294000.0,-0.00733369023959166,132.63499450683594,0,0,0,1
497300,-4500,-2344500.0,-0.008967716221602232,132.63499450683594,0,0,0,1
497300,-4500,-2344500.0,-0.008967716221602232,132.63499450683594,0,0,0,1
0,-300,-159858.0,-1.0,130.96499633789062,1,1,0,1
300,-300,-159170.00999999998,-0.5,130.96499633789062,1,1,0,1
600,-100,-52889.0,-0.14285714285714285,130.96499633789062,1,1,0,1
700,-200,-105318.0,-0.2222222222222222,130.96499633789062,1,1,0,1
900,-300,-157095.0,-0.25,130.96499633789062,1,1,0,1
1200,-200,-104438.00000000001,-0.14285714285714285,130.96499633789062,1,1,0,1
1400,-100,-52036.0,-0.06666666666666667,130.96499633789062,1,1,0,1
1500,-200,-103568.0,-0.11764705882352941,130.96499633789062,1,1,0,1
1700,-100,-51221.0,-0.05555555555555555,130.96499633789062,1,1,0,1
1800,-100,-50906.0,-0.05263157894736842,130.96499633789062,1,1,0,1
1900,-100,-49816.0,-0.05,130.96499633789062,1,1,0,1
2000,-4041,-2004457.23,-0.6689289852673398,130.96499633789062,1,1,0,1
6041,1875,457875.0,0.4500720115218435,130.96499633789062,1,1,0,1
4166,1250,282925.0,0.4286694101508916,130.96499633789062,1,1,0,1
2916,500,122215.0,0.20695364238410596,130.96499633789062,1,1,0,1
2416,416,55224.0,0.208,130.96499633789062,1,1,0,1
1908998,-14000,-6944420.0,-0.007280298783462073,130.96499633789062,1,1,0,1
501800,-4500,-2232135.0,-0.008888011060635987,130.96499633789062,1,1,0,1
501800,-4500,-2232135.0,-0.008888011060635987,130.96499633789062,1,1,0,1
1922998,-14000,-6874420.0,-0.00722767911995779,128.4499969482422,1,1,0,1
506300,-4500,-2209635.0,-0.008809710258418167,128.4499969482422,1,1,0,1
506300,-4500,-2209635.0,-0.008809710258418167,128.4499969482422,1,1,0,1
1936998,-13000,-6435000.0,-0.006666673504280517,122.96749877929688,1,1,1,1
3000,-2000,-990000.0,-0.4,122.96749877929688,1,1,1,1
3000,-2000,-990000.0,-0.4,122.96749877929688,1,1,1,1
510800,-4500,-2227500.0,-0.008732777023093344,122.96749877929688,1,1,1,1
510800,-4500,-2227500.0,-0.008732777023093344,122.96749877929688,1,1,1,1
1949998,-12500,-5107250.0,-0.006369433242734515,102.14250183105469,1,1,1,1
515300,-4500,-1838610.0,-0.00865717583686033,102.14250183105469,1,1,1,1
515300,-4500,-1838610.0,-0.00865717583686033,102.14250183105469,1,1,1,1
0,-498,-203472.84,-1.0,102.14250183105469,1,1,1,1
498,166,9335.84,0.5,102.14250183105469,1,1,1,1
332,166,10700.359999999999,1.0,102.14250183105469,1,1,1,1
3266,-500,-206268.0,-0.1327668613913967,102.14250183105469,1,1,1,1
3766,-2000,-822987.4,-0.346860908775581,102.14250183105469,1,1,1,1
5766,-1300,-533413.79,-0.18397962071893575,102.14250183105469,1,1,1,1
7066,-432,-176649.7248,-0.05761536409709256,102.14250183105469,1,1,1,1
7498,41,10833.02,0.005498189620490814,102.14250183105469,1,1,1,1
7457,291,65864.94,0.040608428691041025,102.14250183105469,1,1,1,1
7166,83,20287.690000000002,0.011718198503458987,102.14250183105469,1,1,1,1
7083,167,40781.4,0.024146905725853093,102.14250183105469,1,1,1,1
6916,416,23395.84,0.064,102.14250183105469,1,1,1,1
6500,334,21529.64,0.05416801816412585,102.14250183105469,1,1,1,1
6166,834,56995.560000000005,0.15641410352588148,102.14250183105469,1,1,1,1
5332,1666,51096.22,0.45444626295690127,102.14250183105469,1,1,1,1
3666,400,8996.0,0.1224739742804654,102.14250183105469,1,1,1,1
48319,-300,-123735.99,-0.006170427199243094,102.14250183105469,1,1,1,1
48619,-500,-205688.5,-0.010179360328996925,102.14250183105469,1,1,1,1
49119,-500,-205241.7,-0.010076785102480905,102.14250183105469,1,1,1,1
49619,-365,-149242.733,-0.007302336747759283,102.14250183105469,1,1,1,1
586,-416,-169969.28,-0.4151696606786427,102.14250183105469,1,1,1,1
1002,416,12758.720000000001,0.7098976109215017,102.14250183105469,1,1,1,1
1962498,-12000,-4853280.0,-0.006077494127621299,102.42250061035156,0,1,1,1
519800,-4500,-1819980.0,-0.008582872401296968,102.42250061035156,0,1,1,1
519800,-4500,-1819980.0,-0.008582872401296968,102.42250061035156,0,1,1,1
1974498,-11000,-4438390.0,-0.005540171785617513,101.76000213623047,1,1,1,1
524300,-4500,-1815705.0,-0.00850983358547655,101.76000213623047,1,1,1,1
524300,-4500,-1815705.0,-0.00850983358547655,101.76000213623047,1,1,1,1
1985498,-10000,-4002400.0,-0.005011280392162759,100.69750213623047,1,1,1,1
528800,-4200,-1681008.0,-0.007879924953095686,100.69750213623047,1,1,1,1
528800,-4200,-1681008.0,-0.007879924953095686,100.69750213623047,1,1,1,1
1995498,-9500,-3773115.0,-0.004738159339809815,100.89749908447266,0,1,1,1
533000,-4000,-1588680.0,-0.0074487895716946,100.89749908447266,0,1,1,1
533000,-4000,-1588680.0,-0.0074487895716946,100.89749908447266,0,1,1,1
5233,-2047,-832807.4162999999,-0.2811813186813187,100.89749908447266,0,1,1,1
7280,-4821,-1956904.1625,-0.3983968267085365,100.89749908447266,0,1,1,1
12101,-2596,-1051216.452,-0.1766346873511601,100.89749908447266,0,1,1,1
14697,-2196,-887467.7232,-0.12999467234949388,100.89749908447266,0,1,1,1
16893,-1099,-442895.7911,-0.06108270342374389,100.89749908447266,0,1,1,1
17992,-700,-281171.03,-0.0374491761181254,100.89749908447266,0,1,1,1
18692,-4325,-1731852.3975,-0.18790459225789632,100.89749908447266,0,1,1,1
23017,8784,566216.6399999999,0.6171573104756551,100.89749908447266,0,1,1,1
14233,9000,764730.0,1.7198547678196063,100.89749908447266,0,1,1,1
2004998,-9000,-3545370.0,-0.00446872340488918,95.93000030517578,1,1,1,1
537000,-4000,-1575720.0,-0.0073937153419593345,95.93000030517578,1,1,1,1
537000,-4000,-1575720.0,-0.0073937153419593345,95.93000030517578,1,1,1,1
2013998,-8500,-3356480.0,-0.00420272356264382,97.44499969482422,0,1,1,1
541000,-4000,-1579520.0,-0.007339449541284404,97.44499969482422,0,1,1,1
541000,-4000,-1579520.0,-0.007339449541284404,97.44499969482422,0,1,1,1
2022498,-8000,-3080000.0,-0.003939920157518008,98.80750274658203,0,0,1,1
545000,-4000,-1540000.0,-0.007285974499089253,98.80750274658203,0,0,1,1
545000,-4000,-1540000.0,-0.007285974499089253,98.80750274658203,0,0,1,1
2030498,-7500,-2863575.0,-0.0036800821198058093,95.97250366210938,1,1,1,1
549000,-3000,-1145430.0,-0.005434782608695652,95.97250366210938,1,1,1,1
549000,-3000,-1145430.0,-0.005434782608695652,95.97250366210938,1,1,1,1
57450,-24,-9026.784,-0.00041758012318613634,94.39749908447266,0,1,1,1
57474,-177,-66489.7137,-0.0030701982619555602,94.39749908447266,0,1,1,1
57651,-133,-49845.6735,-0.0023016752042087775,94.39749908447266,0,1,1,1
57784,-92,-34358.4856,-0.0015896053631902689,94.39749908447266,0,1,1,1
57876,-24,-8931.5592,-0.0004145077720207254,94.39749908447266,0,1,1,1
17224,-42,-15918.42,-0.0024325263523688172,94.39749908447266,0,1,1,1
17266,-442,-167073.7016,-0.02496046984413824,94.39749908447266,0,1,1,1
17708,-1000,-377279.60000000003,-0.053453068206115034,94.39749908447266,0,1,1,1
18708,-700,-263238.99,-0.03606760098928277,94.39749908447266,0,1,1,1
19408,-800,-300223.52,-0.0395882818685669,94.39749908447266,0,1,1,1
20208,-600,-224342.99999999997,-0.02883506343713956,94.39749908447266,0,1,1,1
20808,-500,-186519.5,-0.023465365121081282,94.39749908447266,0,1,1,1
3622,-600,-227297.52000000002,-0.14211274277593558,94.39749908447266,0,1,1,1
4222,-3390,-1280868.4470000002,-0.44534944823962164,94.39749908447266,0,1,1,1
7612,-2410,-908945.96,-0.24047096387946518,94.39749908447266,0,1,1,1
10022,-1200,-451058.64,-0.10693281055070397,94.39749908447266,0,1,1,1
11222,-1340,-502440.236,-0.10667091227511542,94.39749908447266,0,1,1,1
12562,-560,-209139.392,-0.042676421277244324,94.39749908447266,0,1,1,1
13122,-500,-186369.0,-0.03670532961385993,94.39749908447266,0,1,1,1
13622,10000,77600.0,2.7609055770292654,94.39749908447266,0,1,1,1
3266,-536,-193671.3792,-0.1409784324039979,91.02999877929688,1,1,1,1
3802,-3698,-1332220.4014,-0.49306666666666665,91.02999877929688,1,1,1,1
7500,42,11097.240000000002,0.0056315366049879325,91.02999877929688,1,1,1,1
7458,292,66091.28,0.040747976555958694,91.02999877929688,1,1,1,1
7166,84,20532.12,0.011861056198813894,91.02999877929688,1,1,1,1
7082,166,40537.2,0.024002313475997687,91.02999877929688,1,1,1,1
6916,417,23452.08,0.06416371749499923,91.02999877929688,1,1,1,1
6499,333,21465.179999999997,0.05400583846902368,91.02999877929688,1,1,1,1
6166,833,56927.22,0.15619726232889555,91.02999877929688,1,1,1,1
5333,1667,51126.89,0.4547190398254228,91.02999877929688,1,1,1,1
3666,400,8996.0,0.1224739742804654,91.02999877929688,1,1,1,1
0,-501,-172845.0,-1.0,87.62000274658203,0,1,1,1
501,167,9392.08,0.5,87.62000274658203,0,1,1,1
334,167,10764.82,1.0,87.62000274658203,0,1,1,1
49984,-165,-57718.419,-0.003290195218249616,87.62000274658203,0,1,1,1
50149,-300,-104172.0,-0.005946599536165236,87.62000274658203,0,1,1,1
50449,-400,-138091.8,-0.007866428051682433,87.62000274658203,0,1,1,1
50849,-200,-68849.0,-0.003917804462379283,87.62000274658203,0,1,1,1
51049,-300,-102879.98999999999,-0.005842372782332665,87.62000274658203,0,1,1,1
51349,-300,-102530.97,-0.005808437723866871,87.62000274658203,0,1,1,1
586,-417,-143865.0,-0.41575274177467597,87.62000274658203,0,1,1,1
1003,417,12789.390000000001,0.71160409556314,87.62000274658203,0,1,1,1
57900,-51,-18409.760700000003,-0.0008800538385877725,87.7300033569336,1,1,0,1
57951,-51,-18360.4386,-0.0008792800248267302,87.7300033569336,1,1,0,1
58002,-27,-9694.3959,-0.00046528459907977044,87.7300033569336,1,1,0,1
58029,-20,-7162.386,-0.00034453651225688643,87.7300033569336,1,1,0,1
58049,-69,-24653.003099999998,-0.0011872397536047351,87.7300033569336,1,1,0,1
58118,-89,-31651.1857,-0.0015290257185561875,87.7300033569336,1,1,0,1
58207,-100,-35487.869999999995,-0.00171505994134495,87.7300033569336,1,1,0,1
58307,-43,-15216.1563,-0.0007369323050556984,87.7300033569336,1,1,0,1
21308,-600,-216630.0,-0.027387255796969143,87.7300033569336,1,1,0,1
21908,-300,-107489.19,-0.01350864553314121,87.7300033569336,1,1,0,1
22208,-400,-142931.0,-0.017692852087756547,87.7300033569336,1,1,0,1
22608,-1504,-535242.0160000001,-0.062375580623755804,87.7300033569336,1,1,0,1
24112,-1278,-452911.8258,-0.05033477747144545,87.7300033569336,1,1,0,1
3622,-300,-108363.0,-0.0764915859255482,87.7300033569336,1,1,0,1
3922,-700,-251874.97999999998,-0.15144958892254434,87.7300033569336,1,1,0,1
4622,-300,-107437.11,-0.060950832994717596,87.7300033569336,1,1,0,1
4922,-705,-251739.0735,-0.12528878620934777,87.7300033569336,1,1,0,1
5627,-2387,-849650.9791,-0.29785375592712754,87.7300033569336,1,1,0,1
8014,-2367,-839890.6577999999,-0.22801271553800212,87.7300033569336,1,1,0,1
10381,-1200,-424793.87999999995,-0.10361799499179691,87.7300033569336,1,1,0,1
11581,-1137,-401011.2588,-0.08940084919012424,87.7300033569336,1,1,0,1
12718,-904,-317982.8136,-0.06636323594185876,87.7300033569336,1,1,0,1
13622,10000,77600.0,2.7609055770292654,87.7300033569336,1,1,0,1
12180100,-7724,-2783298.6008,-0.000633747254637087,89.86499786376953,1,1,0,1
12187824,-10877,-3911991.3644,-0.0008916523160949678,89.86499786376953,1,1,0,1
12198701,-2552,-915516.2191999999,-0.00020915884622669492,89.86499786376953,1,1,0,1
20367,-1648,-594102.5168,-0.07485805132863957,89.86499786376953,1,1,0,1
22015,-5697,-2049924.7341000002,-0.20557881062355657,89.86499786376953,1,1,0,1
27712,-1590,-570594.555,-0.05426250767865675,89.86499786376953,1,1,0,1
29302,-200,-71459.2,-0.006779201410073894,89.86499786376953,1,1,0,1
29502,1875,424387.5,0.06786838961885112,89.86499786376953,1,1,0,1
27627,2500,610500.0,0.09949456759660923,89.86499786376953,1,1,0,1
25127,4760,454627.60000000003,0.23371139588550105,89.86499786376953,1,1,0,1
12201753,-1897,-690949.4319000001,-0.00015544529710373534,90.77999877929688,0,0,0,1
12203650,-12219,-4440903.9075,-0.0010002563059574394,90.77999877929688,0,0,0,1
12215869,-7638,-2769609.0696,-0.0006248615884132107,90.77999877929688,0,0,0,1
12223507,-3246,-1173689.0046,-0.0002654834034841466,90.77999877929688,0,0,0,1
20367,-2211,-805234.4817,-0.09792718575604571,90.77999877929688,0,0,0,1
22578,-11891,-4321547.3191,-0.34497664568162695,90.77999877929688,0,0,0,1
34469,-7269,-2636027.9793000002,-0.17415784177488142,90.77999877929688,0,0,0,1
41738,-3629,-1312309.1817,-0.07999206471664426,90.77999877929688,0,0,0,1
45367,25000,2387750.0,1.227475818726371,90.77999877929688,0,0,0,1
12226858,-2313,-844649.5436999999,-0.0001891379227586236,90.97750091552734,0,0,0,1
12229171,-7002,-2547588.7746,-0.0005722377413264752,90.97750091552734,0,0,0,1
12236173,-11618,-4219639.0112,-0.0009485792172645663,90.97750091552734,0,0,0,1
12247791,-3249,-1176575.3154,-0.00026520197468949574,90.97750091552734,0,0,0,1
20367,-1200,-438541.92,-0.05564056196967589,90.97750091552734,0,0,0,1
21567,-2001,-729894.9651,-0.08490325865580448,90.97750091552734,0,0,0,1
23568,-12826,-4662785.8442,-0.35242072869154256,90.97750091552734,0,0,0,1
36394,-6876,-2494517.9112,-0.15890917494800091,90.97750091552734,0,0,0,1
43270,-1297,-469247.5962,-0.029102250544124575,90.97750091552734,0,0,0,1
44567,-300,-107947.05,-0.006686428778389463,90.97750091552734,0,0,0,1
44867,-500,-179504.6,-0.011021226882976612,90.97750091552734,0,0,0,1
45367,5990,572104.9,0.15211925743454302,90.97750091552734,0,0,0,1
39377,19010,1069122.4000000001,0.9333726125595325,90.97750091552734,0,0,0,1
0,-100,-36954.0,-1.0,89.8949966430664,1,0,0,1
100,-200,-73176.0,-0.6666666666666666,89.8949966430664,1,0,0,1
300,-200,-72964.0,-0.4,89.8949966430664,1,0,0,1
500,-600,-218070.0,-0.5454545454545454,89.8949966430664,1,0,0,1
1100,-488,-177033.0776,-0.30730478589420657,89.8949966430664,1,0,0,1
1588,167,9392.08,0.1175228712174525,89.8949966430664,1,0,0,1
1421,167,10764.82,0.1331738437001595,89.8949966430664,1,0,0,1
1254,167,11412.78,0.15363385464581417,89.8949966430664,1,0,0,1
3266,-100,-36954.0,-0.029708853238265002,89.8949966430664,1,0,0,1
3366,-200,-73091.0,-0.056085249579360626,89.8949966430664,1,0,0,1
3566,-700,-254834.86000000002,-0.16408813877168307,89.8949966430664,1,0,0,1
4266,-2626,-953334.1116000001,-0.3810214741729541,89.8949966430664,1,0,0,1
6892,-608,-220124.39359999998,-0.08106666666666666,89.8949966430664,1,0,0,1
7500,42,11097.240000000002,0.0056315366049879325,89.8949966430664,1,0,0,1
7458,292,66091.28,0.040747976555958694,89.8949966430664,1,0,0,1
7166,83,20287.690000000002,0.011718198503458987,89.8949966430664,1,0,0,1
7083,167,40781.4,0.024146905725853093,89.8949966430664,1,0,0,1
6916,417,23452.08,0.06416371749499923,89.8949966430664,1,0,0,1
6499,333,21465.179999999997,0.05400583846902368,89.8949966430664,1,0,0,1
6166,833,56927.22,0.15619726232889555,89.8949966430664,1,0,0,1
5333,1667,51126.89,0.4547190398254228,89.8949966430664,1,0,0,1
3666,400,8996.0,0.1224739742804654,89.8949966430664,1,0,0,1
51649,-100,-36954.0,-0.0019324044909080369,89.8949966430664,1,0,0,1
51749,-67,-24510.61,-0.0012930368997992898,89.8949966430664,1,0,0,1
51816,-301,-109770.8472,-0.005775466738300363,89.8949966430664,1,0,0,1
52117,-400,-145259.52,-0.007616581297484624,89.8949966430664,1,0,0,1
52517,-700,-253889.02,-0.013153691489561607,89.8949966430664,1,0,0,1
53217,-117,-42224.7384,-0.0021937225784677693,89.8949966430664,1,0,0,1
586,-417,-154098.18000000002,-0.41575274177467597,89.8949966430664,1,0,0,1
1003,417,12789.390000000001,0.71160409556314,89.8949966430664,1,0,0,1
12301753,-3792,-1417020.3456000001,-0.00030815376320187364,93.0250015258789,0,0,0,1
12305545,-6599,-2460377.0990999998,-0.0005359748878830527,93.0250015258789,0,0,0,1
12312144,-8837,-3286933.6381,-0.0007172318502885444,93.0250015258789,0,0,0,1
12320981,-3653,-1354613.1313,-0.0002963982540982556,93.0250015258789,0,0,0,1
12324634,-2119,-784025.762,-0.000171902527778402,93.0250015258789,0,0,0,1
20367,-4736,-1769336.448,-0.18866270963629844,93.0250015258789,0,0,0,1
25103,-6373,-2375180.1366000003,-0.20247172448849918,93.0250015258789,0,0,0,1
31476,-8419,-3130675.0277,-0.21102895099636546,93.0250015258789,0,0,0,1
39895,-3780,-1401260.7419999999,-0.08654836863194047,93.0250015258789,0,0,0,1
43675,-1692,-625782.816,-0.03729583177199286,93.0250015258789,0,0,0,1
45367,25000,950000.0,1.227475818726371,93.0250015258789,0,0,0,1
12326753,-3014,-1128878.0272000001,-0.0002444490637982048,93.21499633789062,0,0,0,1
12329767,-5900,-2206199.98,-0.00047828787855573596,93.21499633789062,0,0,0,1
12335667,-2936,-1094970.924,-0.00023795238407459904,93.21499633789062,0,0,0,1
12338603,-3423,-1272946.2669,-0.00027734506474058634,93.21499633789062,0,0,0,1
12342026,-4249,-1575489.2593999999,-0.00034415238604356373,93.21499633789062,0,0,0,1
12346275,-2657,-982864.4207,-0.0002151603069803931,93.21499633789062,0,0,0,1
12349735,-2018,-740653.6248,-0.0001633776193549207,93.21499633789062,0,0,0,1
20367,-3251,-1217580.1248,-0.13764925057159794,93.21499633789062,0,0,0,1
23618,-6078,-2272426.8372,-0.20467403017241378,93.21499633789062,0,0,0,1
29696,-2874,-1071566.589,-0.08824071231194351,93.21499633789062,0,0,0,1
32570,-3509,-1304524.4377000001,-0.09725879320380276,93.21499633789062,0,0,0,1
36079,-4482,-1661386.8636,-0.11050023421513276,93.21499633789062,0,0,0,1
40561,-1937,-716136.7928,-0.04557861546425714,93.21499633789062,0,0,0,1
42498,-1000,-368242.9,-0.022989562738516715,93.21499633789062,0,0,0,1
43498,-1869,-685980.3783000001,-0.04119734608856658,93.21499633789062,0,0,0,1
45367,25000,950000.0,1.227475818726371,93.21499633789062,0,0,0,1
12352212,-1703,-635160.2465,-0.00013785103750511477,92.30750274658203,1,0,0,1
12353915,-1760,-654711.2,-0.00014244466611496338,92.30750274658203,1,0,0,1
12355675,-4313,-1598635.015,-0.0003489485588497335,92.30750274658203,1,0,0,1
12359988,-7087,-2621311.9207,-0.0005730538546907818,92.30750274658203,1,0,0,1
12367075,-9678,-3570812.3003999996,-0.0007819498377320773,92.30750274658203,1,0,0,1
20367,-306,-114394.6728,-0.014801915542011318,92.30750274658203,1,0,0,1
20673,-1801,-671771.199,-0.08013704725460533,92.30750274658203,1,0,0,1
22474,-1799,-669237.8944999999,-0.07411527211304741,92.30750274658203,1,0,0,1
24273,-4478,-1659783.2384000001,-0.15575110430941533,92.30750274658203,1,0,0,1
28751,-7173,-2653209.4932,-0.1996715287829863,92.30750274658203,1,0,0,1
35924,-9443,-3484467.0,-0.2081468909118963,92.30750274658203,1,0,0,1
45367,25000,950000.0,1.227475818726371,92.30750274658203,1,0,0,1
3266,-200,-75716.14,-0.05770340450086555,93.52999877929688,0,0,0,0
3466,-200,-75485.5,-0.05455537370430987,93.52999877929688,0,0,0,0
3666,-500,-188306.05,-0.1200192030724916,93.52999877929688,0,0,0,0
4166,-600,-225225.78,-0.1258917331095258,93.52999877929688,0,0,0,0
4766,-345,-129089.754,-0.06750146742320486,93.52999877929688,0,0,0,0
2037998,-7500,-2818125.0,-0.0036665887720251987,93.52999877929688,0,0,0,0
552000,-3000,-1127250.0,-0.005405405405405406,93.52999877929688,0,0,0,0
552000,-3000,-1127250.0,-0.005405405405405406,93.52999877929688,0,0,0,0
