share,change,dollarAmount,insiderPortfolioChange,zeroDay,oneDay,sevenDay,fourteenDay,thirtyDay
74020,-5540,-964680.2,-0.06963298139768728,173.74000549316406,1,1,1,1
79560,-2900,-503237.0,-0.03516856657773466,173.74000549316406,1,1,1,1
82460,-2700,-468531.0,-0.031705025833724754,173.74000549316406,1,1,1,1
85160,2900,189805.0,0.03525407245319718,173.74000549316406,1,1,1,1
82260,2700,128250.0,0.033936651583710405,173.74000549316406,1,1,1,1
8595,-112,-18530.399999999998,-0.012863213506374182,164.91000366210938,1,1,1,1
92500,-3750,-618337.5,-0.03896103896103896,164.91000366210938,1,1,1,1
5146,-73,-11147.83,-0.013987353899214409,154.0,0,1,1,1
1392,883,130057.06999999999,1.7347740667976423,147.2899932861328,1,1,1,1
3439,883,130057.06999999999,0.3454616588419405,147.2899932861328,1,1,1,1
8535,883,130057.06999999999,0.11539466806063774,147.2899932861328,1,1,1,1
97778,883,130057.06999999999,0.009112957324939367,147.2899932861328,1,1,1,1
410047,883,130057.06999999999,0.002158058871259446,147.2899932861328,1,1,1,1
10368,-331,-47943.529500000004,-0.03093747079166277,144.6300048828125,1,1,1,1
5219,-860,-125667.5,-0.14147063661786477,145.55999755859375,1,1,1,1
96895,-85000,-12410000.0,-0.46730256466642844,145.55999755859375,1,1,1,1
145726,-2900,-414787.0,-0.01951206383809024,143.92999267578125,1,1,1,1
2213,-303,-41017.11,-0.12042925278219396,135.00999450683594,1,1,1,1
4084,-638,-86366.06,-0.1351122405760271,135.4499969482422,0,1,1,1
8707,-292,-39528.04,-0.03244804978330926,135.4499969482422,0,1,1,1
10699,1034,140055.3,0.10698396275219865,135.4499969482422,0,1,1,1
96250,-3750,-503383.5,-0.0375,135.4499969482422,0,1,1,1
52492,-56000,-7430640.0,-0.5161670906610626,133.50999450683594,1,0,1,1
108492,6000,515939.99999999994,0.05854115443156539,133.50999450683594,1,0,1,1
102492,50000,3676000.0,0.9525260992151185,133.50999450683594,1,0,1,1
79560,-311,-38719.5,-0.0038937787181830704,126.61000061035156,1,1,1,1
28550,-164,-20418.0,-0.005711499616911611,126.61000061035156,1,1,1,1
148626,-342,-42579.0,-0.002295795070082165,126.61000061035156,1,1,1,1
52492,-1451,-180649.5,-0.026898763509630535,126.61000061035156,1,1,1,1
53943,-10874,-1274106.58,-0.16776462964962896,118.33000183105469,1,1,1,1
148968,-3223,-377638.91000000003,-0.02117733637337293,118.33000183105469,1,1,1,1
28714,-1333,-156187.61000000002,-0.04436382999966719,118.33000183105469,1,1,1,1
79871,-2303,-269842.51,-0.028025896268892837,118.33000183105469,1,1,1,1
82174,2332,273287.08,0.029207685178227,117.19000244140625,1,1,1,1
79842,5194,608684.86,0.06957989497374344,117.19000244140625,1,1,1,1
74648,-266,-31068.8,-0.0035507381797794803,117.19000244140625,1,1,1,1
74914,-351,-40996.799999999996,-0.0046635222214840896,117.19000244140625,1,1,1,1
75265,-304,-35507.2,-0.0040228135875822095,117.19000244140625,1,1,1,1
64817,10880,1275027.2,0.2017168177688785,117.19000244140625,1,1,1,1
53937,24534,2875139.46,0.8344046525864708,117.19000244140625,1,1,1,1
29403,-1703,-198910.4,-0.05474828007458368,117.19000244140625,1,1,1,1
31106,-1622,-189449.6,-0.0495600097775605,117.19000244140625,1,1,1,1
32728,-1281,-149620.8,-0.037666500044105974,117.19000244140625,1,1,1,1
152191,3040,356257.6,0.020382028950526647,117.19000244140625,1,1,1,1
149151,8634,1011818.46,0.06144452272678751,117.19000244140625,1,1,1,1
140517,-455,-53144.0,-0.0032275912947251936,117.19000244140625,1,1,1,1
140972,-477,-55713.6,-0.003372240171369186,117.19000244140625,1,1,1,1
141449,-339,-39595.2,-0.00239089344655401,117.19000244140625,1,1,1,1
3271,601,70431.19,0.2250936329588015,117.19000244140625,1,1,1,1
2670,-52,-6073.599999999999,-0.019103600293901544,117.19000244140625,1,1,1,1
9839,740,86720.59999999999,0.08132761841960655,117.19000244140625,1,1,1,1
9099,-79,-9227.199999999999,-0.008607539769012856,117.19000244140625,1,1,1,1
30047,1991,233325.29,0.0709652124322783,117.19000244140625,1,1,1,1
28056,4870,570715.3,0.210040541706202,117.19000244140625,1,1,1,1
23186,-164,-19155.2,-0.00702355460385439,117.19000244140625,1,1,1,1
23350,-212,-24761.6,-0.008997538409303115,117.19000244140625,1,1,1,1
23562,-171,-19972.8,-0.00720515737580584,117.19000244140625,1,1,1,1
409164,-318,-37142.4,-0.0007765909124210588,117.19000244140625,1,1,1,1
6079,832,97502.08,0.15856680007623403,117.19000244140625,1,1,1,1
38000,5000,320000.0,0.15151515151515152,63.93000030517578,1,0,0,0
13556,6588,399961.4328,0.9454649827784156,60.040000915527344,0,0,1,1
1677000,177000,9958020.0,0.118,56.06999969482422,1,1,0,1
33000,25000,1429120.0,3.125,56.400001525878906,0,1,1,0
9277,-1898,-437128.38,-0.1698434004474273,234.9600067138672,1,0,0,1
18105,-2415,-551730.9,-0.11769005847953216,230.97000122070312,1,1,0,1
11175,-1867,-416602.37999999995,-0.14315289066094158,225.55999755859375,0,1,1,1
94937,-162,-36450.0,-0.00170348794414242,221.67999267578125,1,1,1,1
95099,-1042,-231011.4,-0.010838247989931455,222.6300048828125,0,1,1,1
9353,-200,-44454.0,-0.020935831675913327,221.97999572753906,1,1,1,1
9553,-3442,-763040.1142000001,-0.2648711042708734,221.97999572753906,1,1,1,1
12995,-1214,-267784.3628,-0.085438806390316,221.97999572753906,1,1,1,1
14209,-1919,-421727.4998,-0.11898561507936507,221.97999572753906,1,1,1,1
16128,-1200,-261731.88,-0.06925207756232687,221.97999572753906,1,1,1,1
5164,-854,-188193.418,-0.14190761050182785,222.6199951171875,0,1,1,1
6018,-792,-173745.79200000002,-0.11629955947136564,222.6199951171875,0,1,1,1
6810,-3072,-670686.72,-0.3108682452944748,222.6199951171875,0,1,1,1
9882,-1100,-239259.02,-0.10016390457111637,222.6199951171875,0,1,1,1
10982,-300,-64698.0,-0.02659102995922709,222.6199951171875,0,1,1,1
9824,-1173,-258299.29200000002,-0.10666545421478585,222.6199951171875,0,1,1,1
10997,-1041,-228435.68670000002,-0.08647615883037049,222.6199951171875,0,1,1,1
12038,-3010,-657304.837,-0.20002658160552897,222.6199951171875,0,1,1,1
15048,-1500,-326269.94999999995,-0.09064539521392313,222.6199951171875,0,1,1,1
16548,-300,-64698.0,-0.017806267806267807,222.6199951171875,0,1,1,1
96141,-200,-44143.0,-0.002075959352715874,222.6199951171875,0,1,1,1
96341,-1888,-415117.5808,-0.01922039316291523,222.6199951171875,0,1,1,1
98229,-3653,-797780.4965,-0.035855205041126006,222.6199951171875,0,1,1,1
101882,-1459,-317279.3924,-0.014118307351390058,222.6199951171875,0,1,1,1
103341,-300,-64698.0,-0.0028946073465134455,222.6199951171875,0,1,1,1
13042,-200,-44181.0,-0.015103458692040477,222.6199951171875,0,1,1,1
13242,-200,-44004.0,-0.014878738282993602,222.6199951171875,0,1,1,1
13442,-858,-187359.2292,-0.06,222.6199951171875,0,1,1,1
14300,-629,-136663.0187,-0.04213276173889745,222.6199951171875,0,1,1,1
28002,-169,-35584.64,-0.005999077065066913,215.1199951171875,1,1,1,1
9353,-829,-178898.2,-0.08141818896091141,216.02000427246094,0,1,1,1
10182,-200,-44640.0,-0.019264110961279137,216.02000427246094,0,1,1,1
10382,-500,-110704.0,-0.045947436133063776,216.02000427246094,0,1,1,1
10882,-400,-88165.0,-0.03545470661230278,216.02000427246094,0,1,1,1
11282,-1131,-247880.25209999998,-0.09111415451542737,216.02000427246094,0,1,1,1
12413,-800,-174376.0,-0.06054643154469083,216.02000427246094,0,1,1,1
13213,-500,-108119.0,-0.036461751622547944,216.02000427246094,0,1,1,1
13713,-469,-101205.0879,-0.033070088845014806,216.02000427246094,0,1,1,1
12255,-1200,-246108.0,-0.08918617614269789,204.3300018310547,0,0,1,1
20452,-169,-33784.79,-0.008195528829833664,196.72999572753906,1,1,1,1
76353,-1300,-262197.0,-0.016741143291308772,208.30999755859375,1,0,0,1
13455,-1200,-242028.0,-0.08188331627430911,208.30999755859375,1,0,0,1
7385,-479,-97275.32,-0.06091047812817904,205.61000061035156,1,0,0,0
7864,-482,-97527.88,-0.057752216630721304,202.02000427246094,0,1,1,1
77653,-1300,-264186.0,-0.016465492128228187,203.7100067138672,0,1,0,0
8346,-472,-99252.16,-0.0535268768428215,208.52999877929688,0,0,0,0
8818,-481,-100197.11,-0.05172599204215507,212.9499969482422,0,0,0,0
8821,-2005,-417661.55,-0.18520229078145206,212.9499969482422,0,0,0,0
5164,-1797,-374333.07,-0.25815256428674044,212.9499969482422,0,0,0,0
14182,-1229,-252436.6,-0.07974823178249302,206.6199951171875,1,1,0,0
20621,-258,-52993.200000000004,-0.012356913645289526,206.6199951171875,1,1,0,0
12172,-300,-62100.0,-0.024053880692751765,204.57000732421875,0,1,0,0
12472,-500,-93560.0,-0.0385445575084798,185.0,1,1,1,1
73921,-1300,-243256.0,-0.017282407838236664,185.0,1,1,1,1
18821,-258,-48462.72,-0.013522721316630851,188.6300048828125,0,0,1,1
5543,-6000,-1122840.0,-0.5197955470848133,183.6999969482422,0,0,1,1
5164,-469,-98490.0,-0.08325936445943546,210.44000244140625,0,1,0,0
5633,-469,-93800.0,-0.07686004588659456,201.05999755859375,1,1,1,0
12089,-100,-20000.0,-0.00820411846747067,201.05999755859375,1,1,1,0
12189,-500,-97515.0,-0.03940420836945386,198.6999969482422,1,0,1,1
72086,-1300,-253539.0,-0.017714550459215654,198.6999969482422,1,0,1,1
14957,-1978,-385769.34,-0.11679952760555064,198.6999969482422,1,0,1,1
6102,-3284,-640380.0,-0.34988280417643297,191.6999969482422,1,1,1,1
16935,-877,-165902.09,-0.04923646979564339,188.24000549316406,1,1,1,1
17812,-291,-56672.25,-0.01607468375407391,192.16000366210938,0,1,1,1
17604,-258,-49804.32,-0.014444071212630165,194.1199951171875,0,0,1,1
9840,-1633,-324975.165,-0.14233417589122288,198.80999755859375,0,0,0,1
12689,-600,-126000.0,-0.04515012416284145,208.35000610351562,0,0,0,0
73386,-1300,-273000.0,-0.017406207321318586,208.35000610351562,0,0,0,0
7045,-1688,-345896.51999999996,-0.19328982022214589,205.7899932861328,0,0,0,0
1927,-900,-180000.0,-0.318358684117439,205.7899932861328,0,0,0,0
6458,-509,-98338.79999999999,-0.07305870532510406,194.19000244140625,1,1,0,1
9386,-1189,-233460.15,-0.11243498817966903,196.35000610351562,0,1,0,1
17862,-257,-50261.49,-0.014184005739831116,196.35000610351562,0,1,0,1
18119,-1357,-266446.95,-0.06967549804888068,196.35000610351562,0,1,0,1
6967,-1002,-196742.69999999998,-0.12573723177312085,196.35000610351562,0,1,0,1
21421,-1314,-258003.9,-0.057796349241257976,196.35000610351562,0,1,0,1
2780,-1802,-353822.7,-0.3932780445220428,196.35000610351562,0,1,0,1
13713,-1157,-226274.49,-0.07780766644250169,196.35000610351562,0,1,0,1
14870,-972,-190852.19999999998,-0.06135588940790304,196.35000610351562,0,1,0,1
5156,-686,-134696.1,-0.11742553919890449,196.35000610351562,0,1,0,1
13289,-1632,-320443.2,-0.10937604718182427,196.35000610351562,0,1,0,1
74686,-4563,-895945.0499999999,-0.0575780136026953,196.35000610351562,0,1,0,1
2827,-1021,-200473.35,-0.2653326403326403,196.35000610351562,0,1,0,1
18103,-1993,-391325.55,-0.09917396496815287,196.35000610351562,0,1,0,1
10831,-100,-20000.0,-0.009148293843198244,201.0,1,0,1,0
10931,-500,-96285.0,-0.04374070510016621,195.10000610351562,1,1,1,0
67681,-1300,-250341.0,-0.018845769124831477,195.10000610351562,1,1,1,0
11431,-1400,-280000.0,-0.10911074740861974,191.24000549316406,0,1,1,0
16087,-257,-45458.159999999996,-0.015724424865394028,175.85000610351562,1,1,1,1
110,-735,-331661.4,-0.8698224852071006,448.5799865722656,1,1,1,1
845,735,232781.84999999998,6.681818181818182,448.5799865722656,1,1,1,1
2165,-18,-7826.76,-0.008245533669262483,434.82000732421875,1,1,1,1
3987,-2500,-1107275.0,-0.3853861569292431,434.82000732421875,1,1,1,1
6487,2500,412250.0,0.6270378730875344,434.82000732421875,1,1,1,1
3473,-982,-407981.72,-0.22042648709315377,414.8900146484375,1,1,1,1
4455,982,128946.42,0.28275266340339766,414.8900146484375,1,1,1,1
598,-211,-82952.54,-0.26081582200247216,394.1300048828125,1,1,1,1
809,-2838,-1113631.2,-0.7781738415135728,394.1300048828125,1,1,1,1
3647,330,84437.1,0.09948748869460355,394.1300048828125,1,1,1,1
3317,470,104283.59999999999,0.1650860554970144,394.1300048828125,1,1,1,1
2847,390,74092.2,0.15873015873015872,394.1300048828125,1,1,1,1
2457,489,85672.79999999999,0.24847560975609756,394.1300048828125,1,1,1,1
1968,575,95553.5,0.41277817659727206,394.1300048828125,1,1,1,1
1393,223,35488.219999999994,0.1905982905982906,394.1300048828125,1,1,1,1
1170,320,48729.6,0.3764705882352941,394.1300048828125,1,1,1,1
850,252,33090.12,0.4214046822742475,394.1300048828125,1,1,1,1
3987,-2500,-993974.9999999999,-0.3853861569292431,394.1300048828125,1,1,1,1
6487,2500,412250.0,0.6270378730875344,394.1300048828125,1,1,1,1
1976,-2024,-807130.72,-0.506,394.7799987792969,0,1,1,1
3896,-2500,-951025.0000000001,-0.3908692933083177,385.8399963378906,1,0,0,1
6396,2500,412250.0,0.6416837782340863,385.8399963378906,1,0,0,1
0,-6809,-2471667.0,-1.0,362.7799987792969,1,1,1,1
6809,1233,113707.26,0.22112625538020086,362.7799987792969,1,1,1,1
5576,2656,465331.19999999995,0.9095890410958904,362.7799987792969,1,1,1,1
100,-1800,-651780.0,-0.9473684210526315,362.0,1,1,1,1
1900,1800,306432.0,18.0,362.0,1,1,1,1
0,-4554,-1658248.02,-1.0,362.0,1,1,1,1
0,-1935,-691046.55,-1.0,358.989990234375,1,1,1,1
3896,-2500,-891800.0000000001,-0.3908692933083177,359.2200012207031,0,1,1,1
6396,2500,412250.0,0.6416837782340863,359.2200012207031,0,1,1,1
100,-8,-2858.24,-0.07407407407407407,359.2200012207031,0,1,1,1
8554,-1639,-561472.23,-0.1607966251348965,341.17999267578125,0,1,1,1
10193,-1532,-525460.68,-0.13066098081023453,341.17999267578125,0,1,1,1
11725,-1521,-520516.62000000005,-0.11482711762041371,341.17999267578125,0,1,1,1
13246,-934,-319820.28,-0.06586741889985896,341.17999267578125,0,1,1,1
14180,2838,561214.5,0.25022041967906894,341.17999267578125,0,1,1,1
11342,3086,525360.64,0.3737887596899225,341.17999267578125,0,1,1,1
8256,3545,520476.89999999997,0.7524941625981745,341.17999267578125,0,1,1,1
4711,2307,319473.36,0.9596505823627288,341.17999267578125,0,1,1,1
0,-3000,-1005510.0,-1.0,335.5,1,1,1,1
3896,-2500,-838199.9999999999,-0.3908692933083177,335.8299865722656,1,0,1,1
6396,2500,412250.0,0.6416837782340863,335.8299865722656,1,0,1,1
3896,-2500,-764750.0,-0.3908692933083177,311.17999267578125,0,1,1,1
6396,2500,412250.0,0.6416837782340863,311.17999267578125,0,1,1,1
0,-1133,-358764.44999999995,-1.0,316.0,0,0,0,1
3896,-2500,-763600.0,-0.3908692933083177,312.260009765625,1,0,0,1
6396,2500,412250.0,0.6416837782340863,312.260009765625,1,0,0,1
1133,-100,-32749.0,-0.08110300081103,320.6400146484375,0,0,0,0
1233,-600,-195978.0,-0.32733224222585927,320.6400146484375,0,0,0,0
1833,-850,-276386.0,-0.3168095415579575,320.6400146484375,0,0,0,0
3743,-783,-258953.76,-0.17300044189129474,329.5799865722656,1,0,0,0
4526,2404,258790.6,1.1328934967012252,329.5799865722656,1,0,0,0
5087,2404,258790.6,0.8960119269474469,329.5799865722656,1,0,0,0
3896,-2500,-832175.0,-0.3908692933083177,330.5899963378906,0,1,0,0
6396,2500,412250.0,0.6416837782340863,330.5899963378906,0,1,0,0
260657,-66740,-3932607.782,-0.20385037126180142,58.86000061035156,1,1,0,1
326397,99868,2296964.0,0.4408618764043456,58.86000061035156,1,1,0,1
0,-458,-27170.8958,-1.0,58.22999954223633,0,1,1,1
0,-6428,-381537.7968,-1.0,58.22999954223633,0,1,1,1
3000,1000,53200.0,0.5,53.380001068115234,0,0,0,1
24571,265,14333.85,0.010902657779972024,53.880001068115234,0,0,0,1
20000,-21428,-1200370.8464,-0.5172347204789032,55.849998474121094,0,0,0,0
41428,21428,449988.0,1.0714,55.849998474121094,0,0,0,0
429726,-13694,-767670.5766,-0.030882684587975284,56.130001068115234,0,0,0,0
443420,13694,314962.0,0.03186681746042827,56.130001068115234,0,0,0,0
429726,-19286,-1082496.1796,-0.04295208145884743,56.130001068115234,0,0,0,0
449012,19286,405006.0,0.04487976059163281,56.130001068115234,0,0,0,0
0,-16000,-892364.7999999999,-1.0,55.54999923706055,0,0,0,0
0,-5434,-303065.048,-1.0,55.54999923706055,0,0,0,0
5580,-14500,-811915.9,-0.7221115537848606,55.470001220703125,1,1,0,0
20080,14500,340750.0,2.598566308243728,55.470001220703125,1,1,0,0
5580,-626,-35046.61,-0.10087012568482114,55.470001220703125,1,1,0,0
6206,626,17528.0,0.11218637992831541,55.470001220703125,1,1,0,0
20000,-7500,-417444.0,-0.2727272727272727,55.619998931884766,0,0,1,0
27500,7500,195000.0,0.375,55.619998931884766,0,0,1,0
20000,-8900,-495330.38999999996,-0.3079584775086505,55.619998931884766,0,0,1,0
28900,8900,244750.0,0.445,55.619998931884766,0,0,1,0
227529,-44358,-2436123.6168,-0.16314866102461684,54.869998931884766,1,1,1,0
271887,61000,1403000.0,0.2892544348395112,54.869998931884766,1,1,1,0
210887,-26897,-1477428.0026999998,-0.11311526427345826,54.869998931884766,1,1,1,0
237784,38094,799974.0,0.19076568681456257,54.869998931884766,1,1,1,0
3955,-6922,-381628.5494,-0.6363887101222764,55.2599983215332,0,0,1,0
10877,6922,179972.0,1.750189633375474,55.2599983215332,0,0,1,0
3955,-3272,-180596.0768,-0.45274664452746644,55.2599983215332,0,0,1,0
7227,3272,89980.0,0.827307206068268,55.2599983215332,0,0,1,0
3955,-3830,-211380.76400000002,-0.4919717405266538,55.2599983215332,0,0,1,0
7785,3830,90005.0,0.9683944374209861,55.2599983215332,0,0,1,0
3955,-1956,-108015.4056,-0.3309084757232279,55.2599983215332,0,0,1,0
5911,1956,44988.0,0.4945638432364096,55.2599983215332,0,0,1,0
9595,1000,55475.0,0.11634671320535195,55.29999923706055,1,0,0,0
7500,-32767,-1805255.2678999999,-0.8137432637147044,54.709999084472656,1,1,1,0
40267,32767,770024.5,4.368933333333334,54.709999084472656,1,1,1,0
7500,-1630,-90009.252,-0.17853231106243153,54.709999084472656,1,1,1,0
9130,1630,37490.0,0.21733333333333332,54.709999084472656,1,1,1,0
7500,-744,-41094.84,-0.09024745269286755,54.709999084472656,1,1,1,0
8244,744,15624.0,0.0992,54.709999084472656,1,1,1,0
438726,9000,481590.0,0.02094357800086567,53.59000015258789,0,1,1,1
429726,8726,465052.17000000004,0.020726840855106888,53.529998779296875,1,1,1,1
0,-31000,-1494110.0999999999,-1.0,48.130001068115234,0,1,1,1
9000,300,13388.699999999999,0.034482758620689655,45.18000030517578,0,1,1,1
8700,700,31240.93,0.0875,45.18000030517578,0,1,1,1
5184,560,24724.0,0.12110726643598616,45.18000030517578,0,1,1,1
24306,2286,99989.64,0.10381471389645777,44.16999816894531,1,1,1,1
4624,640,29440.0,0.1606425702811245,44.16999816894531,1,1,1,1
12500,2500,118275.0,0.25,47.29999923706055,1,0,0,1
3984,1000,46009.0,0.3351206434316354,47.119998931884766,1,0,0,1
2984,500,23330.0,0.20128824476650564,47.119998931884766,1,0,0,1
8595,1080,50219.784,0.1437125748502994,46.41999816894531,1,1,0,1
8000,998,48193.42,0.14253070551271066,46.650001525878906,0,1,1,1
7002,2,96.55,0.00028571428571428574,46.650001525878906,0,1,1,1
2484,770,36575.0,0.4492415402567094,48.130001068115234,0,0,0,0
0,-574,-27494.6,-1.0,48.130001068115234,0,0,0,0
1700,300,14409.0,0.21428571428571427,48.16999816894531,0,0,0,0
1400,300,14640.0,0.2727272727272727,48.16999816894531,0,0,0,0
36541,-2385,-243222.30000000002,-0.06127010224528593,102.33000183105469,0,1,1,1
336172,-18999,-1937518.02,-0.05349254302856934,102.33000183105469,0,1,1,1
5899,307,69831.755,0.054899856938483545,226.50999450683594,0,0,1,1
3537,615,139890.975,0.2104722792607803,226.50999450683594,0,0,1,1
52215,615,139890.975,0.011918604651162791,226.50999450683594,0,0,1,1
2073,615,139890.975,0.4218106995884774,226.50999450683594,0,0,1,1
4989,307,69831.755,0.0655702691157625,226.50999450683594,0,0,1,1
52445,-16235,-4864941.136,-0.23638613861386137,299.6700134277344,0,0,0,0
68680,16235,1384114.9249999998,0.3095623987034036,299.6700134277344,0,0,0,0
17307,-10000,-2732970.0000000005,-0.36620646720621086,274.0199890136719,0,1,1,1
750,-3000,-770685.0,-0.8,257.45001220703125,1,0,1,1
47592,-4000,-175160.0,-0.07753140021708792,44.70000076293945,0,0,1,0
38963,-10740,-489851.39999999997,-0.21608353620505805,45.58000183105469,0,0,0,0
51008,-6372,-244748.52,-0.11104914604391775,38.41999816894531,1,1,1,1
57380,-11359,-439479.70999999996,-0.16524825790308267,38.689998626708984,0,1,1,1
68739,17731,254617.16,0.347612139272271,38.689998626708984,0,1,1,1
21766,-500,-19065.0,-0.022455762148567322,38.439998626708984,1,1,1,1
32919,-340,-14586.0,-0.01022279683694639,42.900001525878906,0,0,0,0
39798,-410,-17589.0,-0.010196975726223637,42.900001525878906,0,0,0,0
162918,-25603,-1066326.5455,-0.13580980368234838,41.630001068115234,0,0,1,0
51592,-1732,-71514.28,-0.03248068411972095,41.54999923706055,1,1,0,0
53324,-5286,-213924.41999999998,-0.09018938747653985,40.470001220703125,1,1,1,0
58610,7018,186117.36,0.13602884168088075,40.470001220703125,1,1,1,0
72335,-1414,-57241.548,-0.01917314133072991,40.470001220703125,1,1,1,0
73749,-4873,-197210.31,-0.06198010734908804,40.470001220703125,1,1,1,0
78622,7182,136529.82,0.10053191489361703,40.470001220703125,1,1,1,0
7623,-5801,-237059.0252,-0.43213647199046484,40.470001220703125,1,1,1,0
13424,5801,71816.38,0.7609864882592156,40.470001220703125,1,1,1,0
7623,-25212,-1030164.8412,-0.7678391959798995,40.470001220703125,1,1,1,0
32835,25212,414485.28,3.3073593073593073,40.470001220703125,1,1,1,0
7623,-26853,-1096292.5221,-0.7788896623738253,40.470001220703125,1,1,1,0
34476,26853,485770.77,3.5226288862652497,40.470001220703125,1,1,1,0
7623,-17859,-728209.6545000001,-0.7008476571697669,40.470001220703125,1,1,1,0
25482,17859,338785.23,2.3427784336875246,40.470001220703125,1,1,1,0
7623,-28319,-1155132.01,-0.7879082967002393,40.470001220703125,1,1,1,0
35942,28319,521352.79,3.7149416240325333,40.470001220703125,1,1,1,0
71440,-8040,-326866.2,-0.101157523905385,40.540000915527344,0,1,1,0
40208,-18472,-722255.2000000001,-0.3147920927062031,38.779998779296875,1,1,1,1
49703,-3700,-144670.0,-0.06928449712562965,38.779998779296875,1,1,1,1
30798,-1072,-40714.56,-0.03363664888609978,37.97999954223633,1,1,0,1
118574,-1632,-59306.880000000005,-0.013576693343094354,36.34000015258789,0,1,1,1
79480,-1558,-56617.72000000001,-0.019225548508107308,36.34000015258789,0,1,1,1
262295,-60000,-2292168.0,-0.18616484897376628,38.41999816894531,0,0,0,1
33258,-19918,-776901.5900000001,-0.3745674740484429,39.09000015258789,0,0,0,0
35823,-8079,-303285.66,-0.1840235069017357,38.02000045776367,0,1,1,0
43902,-4038,-149264.67,-0.08423028785982478,36.709999084472656,1,1,1,1
63080,-3546,-127656.0,-0.053222465704079486,36.0,1,1,1,1
66626,5414,101674.92000000001,0.08844670979546494,36.0,1,1,1,1
61212,-5333,-191988.0,-0.08014125779547675,36.0,1,1,1,1
66545,7489,161987.07,0.12681183960986184,36.0,1,1,1,1
51008,-13428,-476291.16,-0.20839282388726799,36.25,0,1,1,1
639468,-155143,-5299684.88,-0.19524396213996534,34.540000915527344,1,1,1,1
51373,-2414,-69837.02,-0.04488073326268429,33.529998779296875,0,1,1,1
52954,-2213,-64022.09,-0.0401145612413218,33.529998779296875,0,1,1,1
172863,-5183,-149944.19,-0.029110454601619807,33.529998779296875,0,1,1,1
107680,-1509,-43655.37,-0.013820073450622316,33.529998779296875,0,1,1,1
132685,-9438,-273041.34,-0.06640726694482949,33.529998779296875,0,1,1,1
55924,-895,-25892.35,-0.01575177317446629,33.529998779296875,0,1,1,1
734590,-35315,-1021662.95,-0.04586929556243952,33.529998779296875,0,1,1,1
49001,-320,-10403.199999999999,-0.0064881085136148904,32.5099983215332,1,1,1,1
45647,-1501,-48797.509999999995,-0.03183592092983796,32.5099983215332,1,1,1,1
27294,-876,-28478.76,-0.031096911608093716,32.5099983215332,1,1,1,1
50528,-289,-9395.39,-0.005687073223527559,32.5099983215332,1,1,1,1
15520,-823,-26755.73,-0.050357951416508596,32.5099983215332,1,1,1,1
47705,-953,-30982.03,-0.019585679641580006,32.5099983215332,1,1,1,1
23519,-807,-26235.57,-0.033174381320397926,32.5099983215332,1,1,1,1
161766,-1401,-45546.509999999995,-0.008586295022890659,32.5099983215332,1,1,1,1
104102,-430,-13979.3,-0.004113572877205067,32.5099983215332,1,1,1,1
119060,-2020,-65670.2,-0.016683184671291706,32.5099983215332,1,1,1,1
53767,-300,-9753.0,-0.005548671093273161,32.5099983215332,1,1,1,1
69556,-743,-24154.93,-0.010569140386065235,32.5099983215332,1,1,1,1
691733,-9780,-317947.8,-0.013941295457104857,32.5099983215332,1,1,1,1
49321,-5229,-170517.69,-0.0958570119156737,32.61000061035156,0,1,1,1
54550,8224,132817.59999999998,0.17752450028061995,32.61000061035156,0,1,1,1
46326,-5286,-172376.46,-0.10241804231574053,32.61000061035156,0,1,1,1
51612,8865,127301.4,0.20738297424380658,32.61000061035156,0,1,1,1
42747,-4649,-151603.88999999998,-0.0980884462823867,32.61000061035156,0,1,1,1
47396,8095,108149.2,0.20597440268695452,32.61000061035156,0,1,1,1
39301,-475,-15247.5,-0.011941874497184231,32.099998474121094,1,1,1,1
47148,-2233,-71679.3,-0.04521982138879326,32.099998474121094,1,1,1,1
28170,-836,-26835.600000000002,-0.02882162311245949,32.099998474121094,1,1,1,1
50817,-639,-20511.9,-0.012418376865671642,32.099998474121094,1,1,1,1
16343,-1193,-38295.3,-0.06803147810218978,32.099998474121094,1,1,1,1
48658,-1139,-36561.9,-0.02287286382713818,32.099998474121094,1,1,1,1
24326,-1181,-37910.1,-0.04630101540753519,32.099998474121094,1,1,1,1
163167,-1953,-62691.3,-0.011827761627906977,32.099998474121094,1,1,1,1
104532,-773,-24813.300000000003,-0.007340582118607854,32.099998474121094,1,1,1,1
121080,-2560,-82176.0,-0.02070527337431252,32.099998474121094,1,1,1,1
54067,-567,-18200.7,-0.010378152798623568,32.099998474121094,1,1,1,1
70299,-721,-23144.100000000002,-0.010152069839481836,32.099998474121094,1,1,1,1
701513,-11835,-379903.5,-0.01659078037647824,32.099998474121094,1,1,1,1
39776,-300,-9309.0,-0.007485777023655055,31.030000686645508,1,1,1,1
29006,-427,-13249.810000000001,-0.014507525566540957,31.030000686645508,1,1,1,1
49797,-797,-24730.91,-0.01575285606988971,31.030000686645508,1,1,1,1
71020,-341,-10581.23,-0.004778520480374434,31.030000686645508,1,1,1,1
713348,-166432,-4908079.68,-0.18917456636886495,29.489999771118164,1,1,1,1
879780,236407,3394804.52,0.36744936452104765,29.489999771118164,1,1,1,1
40076,-343,-9922.99,-0.008486108018506149,28.93000030517578,1,1,1,1
49381,-843,-24387.989999999998,-0.016784804077731762,28.93000030517578,1,1,1,1
